no,bugis,indonesia,english,len_bugis,skor_bugis
122,"Igetto mi bawang iyyaro pottoe tacciceng, iyyaro pottoe tappa mallua nennia makkiring sinyal apparengngarangeng untu massappa bantuang ri tau iyya mecawee pole kuidi yakkeppaha pajjama bar iyarega klub wenni iyya rilokkai narekko wennini, Lao ri Independent, Carvalho napaui tepunna iyyae tehnologie nasaba makkita pole ri pengelamanna sebagai tau iyya pura naalami pelecehang seksual.","Cukup dengan mengetuk gelang sekali saja, gelang tersebut akan menyala dan mengirim sinyal peringatan untuk mencari bantuan ke orang sekitar bahkan petugas bar atau klub malam yang sedang Anda sambangi di malam hari. Kepada Independent, Carvalho menuturkan tercetusnya teknologi ini didasari oleh pengalamannya sebagai penyintas pelecehan seksual.","Just by tapping the bracelet once, the bracelet will light up and send a warning signal to seek help from people around you, even the bar or nightclub staff you are visiting at night. To the Independent, Carvalho said that the emergence of this technology was based on his experience as a survivor of sexual harassment.",53,10
123,"""De'na gaga napunnai tradisi diskursus sibawa hal-hal ritual iyarega keagamaaan (ri saliwengna pole perdebatan filosofis iyyarega risaliwengna risalah antikuaris), de'na gaga sistem ateppereng iyya engkae terorganisir ri tujunna parellui pada alena mattette, de'na gaga struktur otoritas iyya biasanna engka ri tujunna agama'e, kaminang pentingna de'na gaga tunru'na lao riseddie addeppungenna tau iyyarega addeppungenna gagasan rilaengna'e keluarga'na nenniyya konteks politik.""","""Mereka tidak memiliki tradisi diskursus tentang hal-hal ritual atau keagamaan (terlepas dari perdebatan filosofis ataupun risalah antikuaris), tidak ada sistem keyakinan yang terorganisir yang menuntut mereka berkomitmen, tidak ada struktur otoritas yang khas untuk bidang keagamaan, di atas semuanya tidak ada komitmen pada sekelompok orang tertentu ataupun kumpulan gagasan selain keluarga mereka dan konteks politik.""","""They had no tradition of discourse on ritual or religious matters (apart from philosophical debates or antiquarian treatises), no organized belief system to which they were committed, no structure of authority unique to the religious sphere, above all no commitment to any particular group of people or set of ideas other than their family and political context.""",59,10
124,"Pole riyolo, alena mangngaku napuji bokong akkaju. Pihak keluargana to mappunnai annasungeng spesial riwettu alleppereng. ""Narekko ri keluarga mama biasana engka semur bembe, nasaba memeng riyebunna bawang sitaun ciceng ladde, nakko esso-esso biasa denna masengka naebbu. Narekko ri keluarga bapak napoji mebbu sambala jenno ati sibawa opor manu,"" tutu Dhini Aminarti .","Dari dulu, ia mengaku menyukai ketupat sayur. Pihak keluarganya juga memiliki masakan spesial ketika lebaran. ""Kalau di keluarga mama biasanya ada semur kambing, karena memang dibikinnya cuma setahun sekali banget, kalau hari-hari biasa enggak pernah bikin. Kalau di keluarga papa suka bikin sambal goreng ati sama opor ayam,"" tutup Dhini Aminarti .","From the beginning, he admitted that he liked vegetable ketupat. His family also has special dishes for Eid. ""In mom's family there is usually goat stew, because they only make it once a year, on normal days they never make it. In dad's family they like to make liver fried chili sauce and chicken opor,"" concluded Dhini Aminarti.",52,10
125,"""Nemung de' nasabara sibawa dengna, alena maderi tanrai masilong sibawa alena ku ajokkange mancaji saddang pasabarengna, beasana parellu tulungi Gumball massu pole keadaana iyya ipasabari ku asussange iyyae, banna pura manessa de' engka ku yase' atorokeng siajingna untu' runtu aga iyya alena melori .""","""Meskipun tidak sabar dengan kakaknya, dia sering tag bersama dengan dia di petualangan sebagai suara alasan, biasanya harus membantu Gumball keluar dari situasi yang disebabkan oleh kesialan ini, tetapi telah terbukti tidak berada di atas memanipulasi keluarganya untuk mendapatkan apa yang dia inginkan .""","""Despite being impatient with her brother, she often tags along with him on his adventures as the voice of reason, usually having to help Gumball out of situations caused by his misadventures, but has been shown to not be above manipulating his family to get what he wants.""",44,10
126,"Engka pammikirang lainge makkedae aluminium nassabari kanker payudara. Namuni, makkokkoe, de'na gaga butti medis untu' mappacumpa iyyaro klaim e. Sappai deodorant iyae memenuhi kriteria iyae ri wettu mattampu'e namuni engka butti medis, siare tau pilei untu' nalai deodorant antiperspirant sibawa deodorant berbasis aluminium nasaba lebbi-lebbi perhatiang.","Ada teori lain bahwa alumunium menyebabkan kanker payudara. Akan tetapi, saat ini, tidak ada bukti medis yang mendukung klaim tersebut. Carilah deodoran yang memenuhi kriteria berikut saat hamil Terlepas dari bukti medis, beberapa orang memilih untuk menghindari antiperspiran dan deodoran berbahan dasar aluminium karena terlalu berhati-hati.","There is another theory that aluminum causes breast cancer. However, currently, there is no medical evidence to support this claim. Look for a deodorant that meets the following criteria while pregnant Despite medical evidence, some people choose to avoid aluminum-based antiperspirants and deodorants out of an abundance of caution.",46,10
127,"(Na sitongenna narekko) hurupu' lam najellokeng bettuang qasam (idi' makkutana akku alena) ianaritu tau-tau kapere' (""Niga iya pancajiwi langi' na linoe na napatunru' mata esso sibawa uleng e?"" Manessa alena nabali. ""Allah, ""jaji maraga alena wedding ipagiling pole laleng coco' e?)","(Dan sesungguhnya jika) huruf lam menunjukkan makna qasam (kamu tanyakan kepada mereka) yakni kepada orang-orang kafir (""Siapakah yang menciptakan langit dan bumi dan menundukkan matahari dan bulan?"" Tentu mereka akan menjawab, ""Allah,"" maka betapakah mereka dapat dipalingkan dari jalan yang benar?)","(And indeed if) the letter lam denotes the meaning of qasam (you ask them) namely to the disbelievers (""Who created the heavens and the earth and subdued the sun and the moon?"" Of course they will answer, ""Allah,"" then how can they be turned away from the right path?)",41,10
128,"Narekko makkuani ro iya atasiwi sibawa minung wae pute. Nasaba iya sibawa minung wae pute bawang maderri messo na, purana iyaro matinro si narekko wenni ni. Matinro iyaro trik paling magampang, nasaba narekko matinro idi jaji yallupai sibawa rasa maliwaseng. Olahraga tentu iya paling penting pole proses ddiet iyanaritu imaksimalkan olahraga na istirahat.","Kalau sudah begitu saya mengatasinya dengan minum air putih. Karena saya dengan minum air putih aja kadang sudah kenyang, setelah itu tidur lag kalau malami. Tidur itu trik paling mudah, karena kalau tidur kita jadi lupa dengan rasa lapar. Olahraga Tentu yang paling penting dari proses diet adalah memaksimalkan olahraga dan istirahat.","If that's the case, I overcome it by drinking water. Because I just drink water and sometimes I'm full, after that I go back to sleep at night. Sleeping is the easiest trick, because when we sleep we forget about hunger. Exercise Of course the most important thing about the diet process is maximizing exercise and rest.",53,10
129,"Na sitongeng na tau-tau iya zalim e mappunnai aga iya engka e ri lino sininna na (engka to) makkuro egana, manessa alena napaleppe' alena sibawa iyaro pole sessa iya makeja' e ri esso ri monri. Na manessani akku alena paccallang pole Allah iya de' e pa nengka napikkirikiwi.","Dan sekiranya orang-orang yang zalim mempunyai apa yang ada di bumi semuanya dan (ada pula) sebanyak itu besertanya, niscaya mereka akan menebus dirinya dengan itu dari siksa yang buruk pada hari kiamat. Dan jelaslah bagi mereka azab dari Allah yang belum pernah mereka perkirakan.","And if the wrongdoers had everything on earth and (there was) that much with it, they would surely redeem themselves with it from the evil punishment on the Day of Resurrection. And it became clear to them a punishment from Allah that they had never anticipated.",48,10
130,"De'ga ero sebbakeng alena maccalla kicuali sika' kupuru' ni'mat alena pura Allata'ala sibawa Rosul-Na mareng karunia lao alena mappada rampaseng perrang ero alena runtu' sibawa tau-tau Selleng. Narekko alena mattoba' lao Allata'ala nappa nasalai ammunapikeng nappa nasesali aga ero pura alena pigau, jaji Allata'ala engka terimang toba' alena nappa aga laingnge mancaji lebbi makanja' pole alena.","Tidak ada yang menyebabkan mereka mencela kecuali sikap kufur nikmat mereka setelah Allah dan Rasul-Nya memberikan karunia kepada mereka berupa rampasan perang yang mereka dapatkan bersama orang-orang Muslim. Apabila mereka bertobat kepada Allah dengan meninggalkan kemunafikan dan menyesali apa yang telah mereka perbuat, maka Allah akan menerima tobat mereka dan hal ini menjadi lebih baik bagi mereka.","There is nothing that causes them to be criticized except their attitude of disbelief after Allah and His Messenger gave them gifts in the form of war spoils that they obtained with the Muslims. If they repent to Allah by abandoning hypocrisy and regretting what they have done, then Allah will accept their repentance and this will be better for them.",56,10
131,"Minnya esensial riruntu laleng taneng-taneng makkeguna iya pura ripake ittana berabad-abad untu sininna jenis akkanreang. Pappakena liwe populer ri wettu-wettu bunge sejarah ta, nasaba tau India nadidik alena passaleng maraga cara mappake tanengeng ri sedde alena. Riwettu tauwe nakennai lasa , tauwe maelo lao sappa taneng-taneng iya silaingeng, iya matunna maelo nabaling tau yaro sibawa ekstrak pole tanengeng yaro.","Minyak esensial ditemukan dalam tanaman-tanaman bermanfaat yang telah digunakan selama berabad-abad untuk semua jenis makanan. Penggunaannya sangat populer pada masa-masa awal sejarah kita, karena orang India mendidik mereka tentang bagaimana cara menggunakan tanaman di sekitar mereka. Ketika seseorang jatuh sakit , seseorang akan pergi mencari tumbuhan-tumbuhan yang berbeda, yang kemudian akan membantu orang tersebut dengan ekstrak dari tumbuhan tersebut.","Essential oils are found in beneficial plants that have been used for centuries in all kinds of foods. Its use was very popular in the early days of our history, as Indians educated them on how to use the plants around them. When someone falls ill, someone will go looking for different plants, which will then help the person with extracts from those plants.",59,10
132,"Nappa narekko alemu melo' sellei benemu sibawa bene laing, nappa alemu pura marengngi lao siddi riantara alena warang parang ero mega, jaji aja' alemu mala abbalikeng ri polena warang cedde'mua. Maga alemu engka mala balikeng sibawa laleng tuduheng ero pabbelleang nappa sibawa (mattangging) dosang ero nyatangnge?","Dan jika kamu ingin mengganti isterimu dengan isteri yang lain, sedang kamu telah memberikan kepada seseorang di antara mereka harta yang banyak, maka janganlah kamu mengambil kembali dari padanya barang sedikitpun. Apakah kamu akan mengambilnya kembali dengan jalan tuduhan yang dusta dan dengan (menanggung) dosa yang nyata?","And if you want to replace your wife with another wife, while you have given one of them a lot of wealth, then do not take back anything from her. Will you take it back by means of false accusations and by (bearing) real sins?",46,10
133,"""Seddi conto iyyanaritu seddi pakkalarapang ri laleng Injilna Luzarus sibawa tau sugi e, iya maruki makkeda tau sugi e runtu'i alena purana matena ri Hades, sibawa ""masussa ladde ri api e"" "", kontras sibawa Lazarus iya dibawa e pole malaeka' e lao ri "" Abraham's lap "", iya digambarkang sebagai kondisi nyaman.""","""Contohnya yang terutama adalah perumpamaan dalam Injil Lukas mengenai Lazarus dan orang kaya, yang menuliskan bahwa orang kaya tersebut mendapati dirinya setelah wafat berada dalam Hades, dan ""sangat kesakitan dalam nyala api ini"", kontras dengan Lazarus yang dibawa oleh para malaikat ke ""pangkuan Abraham"", yang digambarkan sebagai suatu keadaan yang nyaman.""","""A prime example is the parable in the Gospel of Luke about Lazarus and the rich man, in which the rich man finds himself after death in Hades, and ""in great pain in this flame"", in contrast to Lazarus being carried by angels to ""Abraham's bosom"", which is described as a comfortable state.""",52,10
134,"""Nainappa mancadi lebbi madeceng na masenna nasaba gau'na lao ri sininna tau na nainappa makkeda alena cemburu nasaba alena de'na wedding magello na menari, de'na nabenci iyaro Naekiya purana konser'e mappattentui alena maelo mancadi ""Kaiju (怪獣 mallua raksasa) idola"".""","""Dia kemudian menjadi jauh lebih baik dan merasa buruk bagi cara dia bertindak terhadap semua orang dan kemudian menyatakan bahwa dia cemburu karena dia tidak bisa menyanyi dan menari, tidak bahwa dia benci itu Namun setelah konser dia memutuskan dia ingin menjadi ""Kaiju (怪 獣 menyala rakasa) idol"".""","""He then became much better and felt bad for the way he acted towards everyone and later stated that he was jealous because he couldn't sing and dance, not that he hated it however after the concert he decided he wanted to be a ""Kaiju (怪獣 lit monster) idol"".""",39,10
135,"""Nappa makkukkue, narekko aleku jokka lao ri hambamu, ambo'ku, nenniya de'gaga sibawang-sibawang sibawa idi ana' iyaero, padahal ambo'ku de naullei tuwo tengengka alena, tette'ni maelo kajajiyang, narekko iritai iyaero ana'e de'gaga, makkada alena maelo mate, nenniya hamba-hambamu yede maelo nassabari hambamu, ambo' idi iya maubeng iyaero, no' lao lino tau mate nasaba dukacita.""","""Maka sekarang, apabila aku datang kepada hambamu, ayahku, dan tidak ada bersama-sama dengan kami anak itu, padahal ayahku tidak dapat hidup tanpa dia, tentulah akan terjadi, apabila dilihatnya anak itu tidak ada, bahwa ia akan mati, dan hamba-hambamu ini akan menyebabkan hambamu, ayah kami yang ubanan itu, turun ke dunia orang mati karena dukacita.""","""So now, if I come to your servant, my father, and the child is not with us, even though my father cannot live without him, it will certainly happen, when he sees that the child is not there, that he will die, and your servants will cause your gray-haired servant, our father, to descend into the realm of the dead because of sorrow.""",53,10
